post_date,post_title,final_content,source_file
2008-06-12 15:38:57,(jersey just got colder),"<a href=""http://flickr.com/photos/isaacbowen/2634532206/""><img src=""http://exigraff.com/blog/wp-content/old_images/797.jpg"" alt="""" /></a>

<object width=""450"" height=""19"" data=""http://exigraff.com/blog/wp-content/old_files/mp3player.swf"" type=""application/x-shockwave-flash""><param name=""bgcolor"" value=""#FFFFFF"" /><param name=""flashvars"" value=""file=http%3A%2F%2Fexigraff.com%2Fblog%2Fwp-content%2Fold_files%2FJersey+%28Album%29+%28dc5319472%29.mp3&amp;autostart=false&amp;repeat=false&amp;backcolor=0xFFFFFF&amp;frontcolor=0x000000&amp;lightcolor=0x000000&amp;screencolor=0x000000&amp;showdigits=true&amp;volume=80"" /><param name=""src"" value=""http://exigraff.com/blog/wp-content/old_files/mp3player.swf"" /></object>
<blockquote>Cause jersey just got colder and
I’ll have you know I’m scared to death
That everything that you had said to me was just
A lie until you left
Now I’m hoping just a little bit stronger
Hold me up just a little bit longer
I’ll be fine, I swear
I’m just gone beyond repair

Let’s write a song that we can dance to
Cause they all wanna listen
Just to know how it sounds when
I do that thing you know that I do
When I find inspiration
This is me breaking down when…

Let’s write a song that we can sing to
And you can lead the choir
And put the hook where it hurts most
And you threw a spark that lit the candle
That set us all on fire
And sent a flame down the east coast

<em>And I should have been your everything
I’m now at the end of my eternity
And I will sleep to have the darkest dreams
This just won’t seem right to me
I close my eyes and beg for peace</em>

Jersey just got colder and
I’ll have you know I’m scared to death
That everything that you had said to me was just
A lie until you left
Now I’m hoping just a little bit stronger
Hold me up just a little bit longer
I’ll be fine, I swear
I’m just gone beyond repair</blockquote>
<em>Mayday Parade</em>",exigraff wp_posts.csv
2008-06-14 08:42:19,,"<p><em>hold me up just a little bit longer</em></p>

<p>My friend is getting married tomorrow. Or today, as of seven minutes from now. Five Mt Dews, and I&#8217;m falling asleep.</p>

<p>So very .. happy? for her. She&#8217;s gone and found the person that apparently is meant for her. And vice versa. And I fully expect them to spend the rest of their lives together. Couldn&#8217;t be more pleased.</p>

<p>I forgot to start taking the meds this week, in preparation for this event. I&#8217;m therefore not sure how I&#8217;m going to handle tomorrow. I play the prelude for the ceremony (approximates the live recording of Sun by Mae), which isn&#8217;t too much of a concern. Though I wrote music with this girl for three years, and would have liked to bring her something more&#8230; creative? Something more than just regurgitating what some other band did. But it was her request, and there wasn&#8217;t time for anything else. I&#8217;ll write her something better someday.</p>

<p>Tangent, sorry. Topic: I don&#8217;t know how I&#8217;m going to handle this. If personal history is any indicator, I&#8217;ll leave the wedding feeling completely hollow. I hesitate to use the word &#8216;anguished&#8217;, but it&#8217;s rather like that. I got a hint of that feeling today after the rehearsal. It&#8217;s like&#8230; I&#8217;m completely happy for her, for both of them. But I&#8217;m incapable of feeling it. If that makes sense.</p>

<p>Mourning. Sort of. It feels like you&#8217;re watching something beautiful come into its own, and then&#8230; well, die. Slowly. This sounds pathetic, I know, but that&#8217;s what it&#8217;s like. The wedding will be beautiful. The bride will be radiant, the groom.. will also be radiant, I suppose, but I don&#8217;t actually know the guy. They will be perfect, together. Coming alive.</p>

<p>But I can&#8217;t see life without knowing that its decay is inevitable. And the feeling of knowing that something so perfect cannot last, and will, with time (time), break apart and cease to be&#8230; it hurts. More than anything.</p>

<p>(Then you get to remember that your brain is chemically screwed, and everyone else in the church is ecstatic.)</p>

<p><em>I&#8217;ll be fine, I swear<br />
I&#8217;m just gone beyond repair</em></p>

<p>P.S. I realize this wedding isn&#8217;t about me. Obviously. And that I shouldn&#8217;t be so focused on how <em>I&#8217;m</em> going to handle it. It&#8217;s about <em>them</em>. But as a old friend of the bride, I feel like I have some sort of responsibility to not be a downer at her wedding.</p>

<p>P.P.S. I&#8217;m going to be single for basically forever, or until I get my head fixed somehow. I can&#8217;t see anyone living with this. I killed the last person who tried. And there&#8217;s no way I would let anyone that I wanted to protect anywhere near this part of me again. (This is one reason why the few close friends that I <em>do</em> have mean so very, very much to me.)</p>",whitefacade textpattern.csv
2008-06-15 08:24:43,,"<p><txp:image id=""9"" /> The actual ceremony went well. Very well. My phone decided to suddenly become fifteen minutes slow, but I did actually make it to the church on time for the prelude. Musick for the bride.</p>

<p>And they were beautiful. And I was happy for them. Genuinely and completely happy, which was something of a surprise.</p>

<p>Reception was more on target. The dance, specifically. Or thereabouts. I&#8217;m not sure. Watching the dances, the bride/groom and the father/daughter and the mother/son. Little more of the familiar reaction there.</p>

<p>I don&#8217;t dance anymore.</p>

<p>Spent most of the day at a friend&#8217;s house; he happens to live directly across the highway from the church, at present. Played cards with him, his gf, gf&#8217;s sister. And suchwhat. I do enjoy hanging out with them.</p>

<p>But the drive back tonight&#8230;</p>

<p>I hold back most of my emotions. Keep them hidden, unless I&#8217;m with a select few. This typically works well enough. But every so often, every few months, everything comes out at once. I should have seen it coming, really. I can&#8217;t spend the day watching various people be happy together and come off feeling alright. I can&#8217;t. And driving back tonight on a dark highway, the musick pounding and I&#8217;m screaming the words.. yeah.</p>

<p>I&#8217;ve been doing that a lot, actually. On the way to and back from work and such. My voice has been pretty much shot, probably will be for the rest of the summer.</p>

<p>But when I&#8217;m like that&#8230; alone and falling to pieces on the highway.. bleh. It typically goes in stages. First few minutes are loud. Quite loud, actually. Over-agitated. The music selection reflects that, doesn&#8217;t help to fix it much, but then, that&#8217;s not why I have it. Then, suddenly, still. I catch myself not breathing, more often than not. It&#8217;s not consciously holding my breath. The whole inhale/exhale thing just stops being important for a while. This generally coincides with the car slowing waay down, and the cars behind me getting irritated and passing.</p>

<p>I&#8217;m not suicidal. Been there, and I may be again. But at times like tonight, I frankly just want to slam the gas pedal and throw the car straight off the road. Not because I want to die, not at all. It&#8217;d be like punching a wall. Only, more like punching a tree. With a sedan.</p>

<p>However, walls are more easily repaired than bodies and cars. And my family doesn&#8217;t need to deal with me being hospitalized. As much fun as that sounds.</p>",whitefacade textpattern.csv
2008-06-15 09:23:22,,"<pre><code>3: btw.  start taking your meds sir. 
0: no
3: it will help
0: I know
3: then do it. 
3: I don&#39;t like to see you sad
0: this is who I am
0: you just can&#39;t always see it
0: this is why I hide
0: because more often than not, it&#39;s not what people need me to be
0: and if it&#39;s a choice between masking myself to others and using the meds to mask me to myself
0: I&#39;d rather just be on the level with me
0: and only show the world what they want to see
</code></pre>

<p>On a side note, wf has had its first google hit. Resident of Tennessee, if that was about you, you have my empathy in boatloads.</p>",whitefacade textpattern.csv
2008-06-15 16:48:31,,"<p>I&#8217;m having waking dreams. Usually after my alarm goes off in the morning. I&#8217;ll check my mail and such, and then it kind of segways into a dream from there. Blurs the lines.</p>

<p>I&#8217;m not a morning person, ha.</p>",whitefacade textpattern.csv
2008-06-16 17:57:15,,"<p>Nor am I a Monday person. But I always feel better after tearing apart someone else&#8217;s carefully constructed documents. Particularly when they come from the marketing guys that the boss is so fond of.</p>

<p>Textual continuity and photoshop, guys. Come on.</p>",whitefacade textpattern.csv
2008-06-16 23:37:51,,"<p><em>and please don&#8217;t tell me that I&#8217;m dreaming</em><br />
<em>when all I ever wanted was</em><br />
<em>to dream another sunset</em><br />
<em>with you</em></p>

<p>So, apparently all I need is a lobotomy and a decent girl. </p>

<p>Fortunately, my spambox assures me that &#8216;hot nights of love&#8217; are on the way. No grandiose promises of free brain surgeries, though.</p>

<p><em>because these words were never easier for me to say</em><br />
<em>or her to second-guess</em></p>

<p>I need to start sketching again&#8230;</p>",whitefacade textpattern.csv
2008-06-17 16:21:00,,"<p><txp:image id=""10"" /> This song is called &#8220;I&#8217;d Hate To Be You When People Find Out What This Song Is About&#8221;. You may listen to it <a href=""http://whitefacade.com/file_download/1/Id+Hate+To+Be+You+When+People+Find+Out+What+This+Song+Is+About+%28Album%29+%28dc5319477%29.mp3"">here</a>, but don&#8217;t tell the <span class=""caps"">RIAA</span>. It also is from A Lesson in Romantics (Mayday Parade), which appears to be nearly tied with Hybrid Theory at the moment for times-the-album-has-been-played-through-this-month.</p>

<p>It is nearly accurate. Not entirely.</p>

<p><em>but I let go</em></p>",whitefacade textpattern.csv
2008-06-17 21:26:57,,<p>I seem to alternate between overly verbose and completely silent.</p>,whitefacade textpattern.csv
2008-06-17 23:29:47,,"<p><a href=""http://picturesforsadchildren.com/index.php?comicID=149""><img src=""http://whitefacade.com/images/11.gif"" title="""" alt="""" /></a></p>

<p><a href=""http://picturesforsadchildren.com/index.php?comicID=151""><img src=""http://whitefacade.com/images/12.gif"" title="""" alt="""" /></a></p>

<p>Coat check.</p>

<p>Facebook tells me that, if we view only the most-voted-upon characteristics, I am a powerful, punctual and studious fellow who is, despite this, unattractive. And it would more or less suck to be stuck on a desert island with him.</p>

<p>Now. Tell me. What&#8217;s unattractive about punctuality?</p>

<p>I&#8217;m getting better at knowing when my brain is doing stuff of its own accord. Mood changes and such. &#8230; At least, I think I am.</p>

<p><a href=""http://www.topatoco.com/merchant.mvc?Screen=PROD&amp;Store_Code=TO&amp;Product_Code=PFSC-DIFFICULT"">This</a>, <a href=""http://www.topatoco.com/merchant.mvc?Screen=PROD&amp;Store_Code=TO&amp;Product_Code=3PS-SMILE"">this</a> and <a href=""http://www.topatoco.com/merchant.mvc?Screen=PROD&amp;Store_Code=TO&amp;Product_Code=DC-SCIENCE"">this</a> merit a $7 discount. For a grand total of $48.50, which is I think something like $120 more than I have available right now.</p>

<p>I feel like I have something to say. I suppose I&#8217;ll let you know when I figure out what it is.</p>

<p>&#8212;</p>

<p>I figured it out. The comic at right does not fall under wf&#8217;s blanket copyright statement. Mostly because it is not mine (see linkage).</p>

<p>Thank you.</p>",whitefacade textpattern.csv
2008-06-18 18:20:44,,"<p>I am quiet and cold and tired and feeling alone, admittedly self-consumed. To a degree.</p>

<p>I keep coming back to this, what follows. &#8230; Actually, I keep coming back to a lot of stuff. As noted/alluded earlier.</p>

<p><em>Depression takes a guy and twists him back around and into himself – a cycle, if you will, where the only new sight is the footsteps you left behind the last time around. A sad, quiet circle, traced by a soul oddly fascinated by its own decay.</em></p>

<p>I wrote that on the 27th of April, 2008. A year and some months ago. Man, just a <em>year</em>&#8230; My inability to stay consistent bothers me. A year is not a long time. But&#8230; so much has changed since then&#8230;</p>

<p>Or maybe not. I have the same job. Same&#8230; mind. Maybe it&#8217;s that a year has swung me through so much <em>other</em>, and now I&#8217;m just.. back. In the same old ruts. Watching the same people do the same stuff. Reacting exactly as I did before.</p>

<p>Yeah. That sounds closer.</p>

<p>Hang on. That can&#8217;t be right.</p>

<p>A comment was entered on 01 Apr 2007. So it must have been around then. Presumably before. Still a year ago. Apparently my brain thinks 2008 was last year.</p>

<p>I&#8217;ve developed a curious predilection for painting out eyes. Black or white, depending. Which would be significantly easier if I had a tablet; it&#8217;s sort of difficult to get the shading right with a laptop touchpad, make the new eye look relatively plausible.</p>

<pre><code>[conversation about an unimportant occurrence that was cool]
...
0: coolest thing
1: lol
1: I actually &#39;hmp&#39; &#39;ed out loud
1: no, not humped
1: it is Wednesday.
0: [name(1)]
0: you need to stop humping at work
1: But I don&#39;t wanna!
0: I know man, I know
0: belieeeve me
</code></pre>",whitefacade textpattern.csv
2008-06-18 18:58:20,,"<p>I figured it out. Every time I go back and re-read a message log, or roll through the photos from last month, it&#8217;s me reminding myself that I did actually do/make/say something that someone reacted to.</p>

<p>Because if someone reacts to you, you can&#8217;t be completely null and void.</p>

<p>Good thing I have a blog. &gt;_&gt;</p>",whitefacade textpattern.csv
2008-06-19 18:06:57,,"<p><txp:image id=""15"" /> Attack, 30 Seconds to Mars. <txp:file_download_link id=""2"">Grab a copy here.</txp:file_download_link></p>

<p>&#8212;&#8212;</p>

<p>I won&#8217;t suffer, be broken / Get tired or wasted<br />
Surrender to nothing / Or give up what I started<br />
And stop this / From end to beginning<br />
A new day is coming<br />
And I am finally free</p>

<p>Run away, run away<br />
I&#8217;ll attack<br />
Run away, run away<br />
Go change yourself<br />
Run away, run away<br />
I&#8217;ll attack, I&#8217;ll attack, I&#8217;ll attack</p>

<p>I would&#8217;ve kept you forever / But we had to sever<br />
It ended for both of us / Faster than a . . .<br />
Kill off this thinking / It&#8217;s starting to sink in<br />
I&#8217;m losing control now<br />
Without you I can finally see.</p>

<p>Your promises / They look like lies<br />
Your honesty / Like a back that hides a knife<br />
I promise you<br />
(I promise you)<br />
I am finally free</p>

<p>Run away, run away<br />
I&#8217;ll attack<br />
Run away, run away<br />
Go change yourself<br />
Run away, run away<br />
I&#8217;ll attack, I&#8217;ll attack<br />
I&#8217;ll attack </p>",whitefacade textpattern.csv
2008-06-19 19:41:23,,"<p>New <a href=""http://whitefacade.com/15/"">pattern</a>.</p>

<p>There&#8217;s an area in the basement of this building that appears to have gone unnoticed during the remodeling. Used to be a kitchen, I think. A sink is still attached to one wall, developing little colonies of lordknowswhat. Should take a camera down there at some point.</p>

<p>I walked down there the other day, got up from my desk and made my way to the basement. Proceeded to punch the walls. Concrete, painted over.</p>

<p>My mind sort of splits in half when I do something like that. One half is responsible for the actual actions, throwing my fist against the wall. It&#8217;s of the opinion that I am afraid of pain, and that needs to change. It gets fairly disgusted when the other half tries to pull my hand back.</p>

<p>The whole process is remarkably rational. Walk down two floors, hit a wall to the point where it doesn&#8217;t make a bloody mess and doesn&#8217;t break anything, walk back up, enter and lock the bathroom. Examine hands.</p>

<p>I place enormous value on my hands. I&#8217;m a pianist. And a programmer. Even so.</p>

<p>The other half of my head takes over at this point, and is appalled that I did this. Because yeah, that half is afraid of pain and actually wants to make sure that my hands remain in working order.</p>

<p>So. Meh. Right-hand knuckles are sore and a little swollen. Not a whole lot of skin damage, minimal bleeding, which irritates Half #1. I can&#8217;t go too far, or it&#8217;ll either attract or require attention.</p>

<p>That&#8217;s the excuse. But I&#8217;m pretty sure that I am actually afraid of pain, and I&#8217;m pretty sure that that does need to change. It does disgust me that my hand stops a centimeter away from the wall, three times out of five. I lack complete control. Which does need to change.</p>",whitefacade textpattern.csv
2008-06-20 23:31:45,,"<p>Conference call with an east coast designer. Going over some branding materials for the company I&#8217;m working for. There were two marketing pieces, specifically, both of which used a stock photograph of a sunset. Or a sunrise, I suppose; can&#8217;t really tell. One had the image cropped, which was fine, but the resulting image had been slightly resized vertically, leaving it very slightly squished.</p>

<p>So I point this out, right. You can basically hear the guy blink, then mutter something about how he would be astonished if&#8230; something.</p>

<p>He checks it. And said this, slowly and deliberately:</p>

<p><em>I don&#8217;t think&#8230; many of you.. exist&#8230;</em></p>

<p><em>And I&#8217;ll leave it at that&#8230;</em></p>

<p>Understand that I&#8217;m saying this as is. This is not an ego-stroker. Because I&#8217;m honestly just a little taken aback.</p>

<p>An alarming number of people have told me that I&#8217;m not.. normal? Typical? Something. One person phrased it this way: &#8220;There are people, and then.. there&#8217;s you. You&#8217;re not <em>people</em>.&#8221;</p>

<p>Which I&#8217;m still not sure what to think about. I come across as different, apparently. I don&#8217;t take pride in that, I really don&#8217;t. I&#8217;m glad, yeah, that I don&#8217;t have to be lumped in with the American masses. And I guess it means&#8230; bleh. I don&#8217;t know.</p>

<p>Not many of us exist. I actually feel a little isolated.</p>

<pre><code>1: and yes man.  I know you don&#39;t know, and I know I don&#39;t know
1: but that doesn&#39;t mean I&#39;m not still gonna be here for you
</code></pre>",whitefacade textpattern.csv
2008-06-22 01:03:43,,"<p>Happy weekend. Having achieved consciousness, I&#8217;m off to get more frozen pizza.</p>",whitefacade textpattern.csv
2008-06-22 08:36:50,,"<p><em>&#8216;Return, O faithless sons,&#8217; declares the Lord;<br />
&#8216;For I am a master to you,<br />
And I will take you one from a city and two from a family,<br />
And I will bring you to Zion.&#8217;</em></p>

<p>I don&#8217;t know why this caught my attention. Jeremiah 3:18. It&#8217;s sort of been nagging at me for months. <em>One from a city and two from a family.</em> Still trying to figure out why this has my attention.</p>",whitefacade textpattern.csv
2008-06-23 23:57:34,,"<p>My mind is&#8230; pacing&#8230;</p>

<p>At the risk of sounding overly dramatic, it feels like my consciousness has pulled into a tight little ball (with.. legs?) that&#8217;s running around inside my head, dashing from wall to wall, retreating into the corner and throwing glances around the room.</p>

<p>The room, while I&#8217;m describing it, is white and cube-shaped, with light coming from no obvious source. No windows or doors or anything, no shadows, just white.</p>

<p><em>like the face inside is right</em><br />
<em>beneath your skin</em></p>",whitefacade textpattern.csv
2008-06-24 19:15:59,,"<p><em>But if you already know, how can I make a choice?</em></p>

<p><em>Because you didn&#8217;t come here to make the choice. You&#8217;ve already made it. You&#8217;re here to try to understand why you made it.</em></p>

<p><em>You haven&#8217;t answered my question.</em></p>

<p><em>Precisely. As you are undoubtedly gathering, the anomaly is systemic, creating fluctuations in even the most simplistic equations.</em></p>

<p><em>It is interesting reading your reactions.</em></p>

<p><em>You won&#8217;t let it happen. You can&#8217;t.</em></p>

<p><em>Which brings us at last to the moment of truth, wherein the fundamental flaw is ultimately expressed.</em></p>

<p><em>Choice.</em></p>

<p><em>The problem is choice.</em></p>

<p><em>I thought you&#8217;d have figured that out by now.</em></p>",whitefacade textpattern.csv
2008-06-25 16:55:31,decide. now.,"<a href=""http://flickr.com/photos/isaacbowen/2634656646/""><img src=""http://exigraff.com/blog/wp-content/old_images/857.jpg"" alt="""" /></a>

<em>But if you already know, how can I make a choice?</em>

<em>Because you didn’t come here to make the choice. You’ve already made it. You’re here to try to understand why you made it.</em>

<em>You haven’t answered my question.</em>

<em>Precisely. As you are undoubtedly gathering, the anomaly is systemic, creating fluctuations in even the most simplistic equations.</em>

<em>It is interesting reading your reactions.</em>

<em>You won’t let it happen. You can’t.</em>

<em>Which brings us at last to the moment of truth, wherein the fundamental flaw is ultimately expressed.</em>

<em>Choice.</em>

<em>The problem is choice.</em>

<em>I thought you’d have figured that out by now.</em>",exigraff wp_posts.csv
2008-06-26 04:49:01,,"<p><txp:image id=""16"" /> <strong>part one</strong></p>

<p>I don&#8217;t know how to say this.</p>

<p>There&#8217;s a lot of things that I don&#8217;t know how to say.</p>

<p>I have a list, sort of, of things that I would say to people if the words could be said without changing anything. Make them aware without changing their perception.</p>

<p>Which is impossible, I think. The observer effect. They would know that this is how I see them, and they would change because of it.</p>

<p>Or the observer-expectancy effect. I expect they would change, and thus would subconsciously cause them to. Where they otherwise might not. &#8230; You see.</p>

<p>It&#8217;s hard to know how much of this is real, and how much is in my head. Or how much in my head is real, rational and accurate reasoning, and how much is skewed and broken by whatever is wrong in there.</p>

<p>This chain of thought happens a lot. Always inconclusive.</p>

<p>All this.. stuff. Lock it all away. Keep it close to your chest. Sometimes it comes out. Ha, comes out screaming.</p>

<p>I&#8217;m tired of screaming.</p>

<p>I don&#8217;t know what else I can do.</p>

<p><strong>part two</strong></p>

<p>Normally I wouldn&#8217;t post something here so quickly after the last.. item.</p>

<p>Not that it matters. This isn&#8217;t for you.</p>

<p>Like I&#8217;m kidding anyone. Of course it is.</p>

<p>Be it noted that my brain has officially begun to implode. One thought leads to another, which begs the question of whether the second thought was born of any sort of reason whatsoever, rather than just a chemical progression. And if that&#8217;s the case, it follows that the very question itself is simply another step in a chain of reactions. As is this entry.</p>

<p>Which leaves me with this feeling that the whole <em>movement</em> thing is very, very futile.</p>

<p>Particularly considering that the feeling was inevitable.</p>

<p>It&#8217;s&#8230; <a href=""http://whitefacade.com/34/"">systemic</a>.</p>

<p>I can&#8217;t think without questioning, and questioning the question. Ad infinitum. Ad nauseam. The thought process rebounds on itself in tighter and tighter circles, my head is spinning and I can&#8217;t think and dammit how is this all supposed to work if my mind isn&#8217;t my own or</p>

<p>No. It&#8217;s not that it isn&#8217;t my own.</p>

<p>It&#8217;s the question of whether or not &#8220;I&#8221;, in the conventional sense, exist. That question is suddenly surprisingly plausible.</p>

<p>&#8230;</p>

<p>Tell me, please, is my mind just completely fucked? Because I honestly don&#8217;t know where to go. And I can stay here, I can. I&#8217;ve learned how to.. exist. Here. In this state.</p>

<p>But God help me I don&#8217;t know how much longer I can.</p>

<p><strong>part three</strong></p>

<p><em>Here, take a cookie. I promise by the time you&#8217;re done eating it, you&#8217;ll feel right as rain.</em></p>",whitefacade textpattern.csv
2008-06-28 09:34:56,,"<p>I don&#8217;t know man. I really don&#8217;t. One day (hour, even), I feel like there&#8217;s hope. Now, I don&#8217;t even know if I could take it if it was right in front of me.</p>

<p>I don&#8217;t know what else to say.</p>

<p>This is a quiet breakdown.</p>",whitefacade textpattern.csv
2008-06-29 06:07:23,,"<p>I have zero confidence in my fidelity of thought. Or the validity of my reasoning, if you prefer.</p>

<p>Which is an interesting predicament, if you think about it.</p>",whitefacade textpattern.csv
2008-06-30 21:51:47,(come awake),"<a href=""http://flickr.com/photos/isaacbowen/2633837073/""><img src=""http://exigraff.com/blog/wp-content/old_images/869.jpg"" alt="""" /></a>

<object width=""450"" height=""19"" data=""http://exigraff.com/blog/wp-content/old_files/mp3player.swf"" type=""application/x-shockwave-flash""><param name=""bgcolor"" value=""#FFFFFF"" /><param name=""flashvars"" value=""file=http%3A%2F%2Fexigraff.com%2Fblog%2Fwp-content%2Fold_files%2FCome+Awake.mp3&amp;autostart=false&amp;repeat=false&amp;backcolor=0xFFFFFF&amp;frontcolor=0x000000&amp;lightcolor=0x000000&amp;screencolor=0x000000&amp;showdigits=true&amp;volume=80"" /><param name=""src"" value=""http://exigraff.com/blog/wp-content/old_files/mp3player.swf"" /></object>
<blockquote>are we
left
here
on our own?
can you feel
when your last breath is gone?
night is weighing, heavy now
be quiet and wait
for a voice that will say</blockquote>
It’s been a while, for which I apologize to you, the fawning masses who daily, hourly visit in ever-persistent hope that I might someday deign to publish but a few words of my thought to the internets.

Aand with that sarcasm out of my system, hello.
<blockquote>you are not the only one who feels like the only one
night soon will be lifted, friend
just be quiet and wait for a voice that will say
<em>rise, rise, to life, to life</em></blockquote>
Please listen to this song; mp3’s up yonder. Well worth your time.

Other things probably worth your time, largely via <a href=""http://anthonyrhook.com/"">Anthony</a> and stumbleupon (a formidable duo):

<a href=""http://www.oomsa.com/files/admin/balloongirl_alwayshope.jpg"">http://www.oomsa.com/files/admin/balloongirl_alwayshope.jpg</a>
<a href=""http://manofscience.deviantart.com/art/Hold-On-52719112"">http://manofscience.deviantart.com/art/Hold-On-52719112</a>
<a href=""http://sala-jin.deviantart.com/art/Lost-In-Sleep-55003083"">http://sala-jin.deviantart.com/art/Lost-In-Sleep-55003083</a>
<a href=""http://0n1y.livejournal.com/143392.html"">http://0n1y.livejournal.com/143392.html</a>

That last one, actually, is worth making an extended visit. The journal appears to be an ongoing compendium of general visual awesomeness.

I’m only wearing the right earbud, and Switchfoot likes to put vocals on the left channel for some reason.
<blockquote><em>Come awake, from sleep arise
You were dead, become alive
Wake up, wake up, open your eyes
Climb from your grave into the light</em>
(bring us back to life)</blockquote>
And should any of you read this, the ones who have and will still keep holding on, thanks for humoring me. One of you in particular; you know who you are.

For the rest of you who don’t care so much care for this emotional nonsense and are simply here for <a href=""http://isaacbowen.com/photog"">the photog</a> (blast you, Isaac), stay tuned – there’s a very large number of fireworks shots coming in the near future.

Cheers.
<blockquote><em>Shine
Light will shine
Love will rise
Light will shine, shine, shine, shine
He’s shining on us now</em></blockquote>",exigraff wp_posts.csv
2008-06-30 21:59:23,,"<p><txp:image id=""17"" /></p>

<p><a href=""http://whitefacade.com/file_download/3"">the shadow proves the sunshine &#8211; Switchfoot</a></p>

<p>I&#8217;m better, I think. Resolve. I&#8217;m done agonizing over a connection that&#8217;s taken me nearly two years to.. decide what light was best.</p>

<p>Ha. I don&#8217;t even know what this means now. If life suddenly gets a whole lot better, it&#8217;ll mean that these insane black episodes were self-inflicted and ultimately horribly shallow after all. Which wouldn&#8217;t surprise me. Little irritating though.</p>

<p>pfff..... yeah. Life goes on.</p>

<p><em>let my shadows prove the sunshine</em></p>",whitefacade textpattern.csv
2008-07-02 17:04:11,,"<pre><code>1: you seem to be doing better.
1: as a whole
0: I think.. yeah, I think I am.
0: on a scale of 1-10, where 10 is &quot;my, but the sun is shining brightly&quot; and 1 is &quot;dear
lord there has to be a way to effectively perform a hanging in the men&#39;s washroom&quot;
0: probably up to around a four or five
</code>
<code>...
</code>
<code>2: And there is.  It can&#39;t really be called a &#39;hanging&#39; though, because by the time you
build up a &#39;rope&#39; of toilet paper that will actually support your weight, the mass has
simply suffocated you.
</code></pre>",whitefacade textpattern.csv
2008-07-03 18:35:39,,"<p><txp:image id=""20"" /> So I guess I can write this year. Here. Not &#8216;year&#8217;. (taps forehead) Still not working properly.</p>

<p>Which might invalidate the rest of this entry, but what have you.</p>

<p>Going to go see fireworks tonight with [name] and his gf. Looking forward to it quite a lot; photos from the last round turned out well.</p>

<p>I tagged along on last year&#8217;s show as well, if I remember right. A lot can change in a year.</p>

<p><em>(but) I might crumble and I might take a fall again</em></p>

<p>Someone asked if that sort of situation was/is awkward, the whole third-wheel thing. And to a degree, it is. Though without question it helps that I approve of and get along with this year&#8217;s girlfriend. Not to imply that there are yearly models, which there aren&#8217;t&#8230; heh. Hopefully she&#8217;ll stick around a while. They&#8217;re good together.</p>

<p>A couple days ago I let go of the last little thread of hope that a particular relationship was going to work out. Interestingly, it felt good. Resolve is good. I&#8217;m not certain yet what implications this has. I&#8217;ve been trying to decide for some time that I&#8217;m okay with being.. well, single. Alone, in that regard. Hasn&#8217;t been working, given that half of me was still holding out for what-could-have-might-have-been. But, with that out of the way, I think I&#8217;m getting there.</p>

<p>I&#8217;m hesitant to rule out love, as it were. And the ones likely to be reading this are likely to say that it&#8217;s probably not a good thing to rule out completely. But to be completely honest with you, my dear or my good sir, I can&#8217;t picture myself with anyone. Not thinking of names or going through any list of potentials, just.. in general. I don&#8217;t know that I&#8217;ve been cut out with the intent of fitting another piece. On the romantic side, at any rate. I think the other sides are taken care of.</p>

<p>So &#8211; is it weird to be the figurative third wheel? .. To a degree, yeah. Working on ruling that out. It&#8217;s difficult. Movies and nights and fireworks feel like they should be shared in multiples of two. One concern is that the established pair (speaking generally, not only for this situation) may feel somewhat uncomfortable themselves, given that if they get distracted with each other, there&#8217;s this guy on the sidelines with no distraction of his own. And they&#8217;re missing the mackin boat. &lt;/inside-joke&gt;</p>

<p><em>And that, kids, is why I selected Windows Mobile 6 as my companion of choice.</em></p>

<p>Anyway. Still progress to be made. I&#8217;m not moving in the typical direction that people progress in, from what I can see and what I&#8217;m told.</p>

<p><em>maybe a short-term (not years) dose of the meds to help your head, and then friggen find you a nice girl.</em></p>

<p>And, you know, maybe. But I can&#8217;t help but wonder, if.. hm. Words. Wonder if, as long as I continue to wait/look/hope for the aforementioned nice girl, I&#8217;ll continue to be screwed with the loneliness thing. Among other such things. If I can kill that part of me, would things be better?</p>",whitefacade textpattern.csv
2008-07-05 00:02:07,"fireworks, oh my","<a href=""http://flickr.com/photos/isaacbowen/2637443212/""><img src=""http://exigraff.com/blog/wp-content/old_images/879.jpg"" alt="""" /></a>

Right. You may have noticed; this site looks a little different now. Just a tidge. Compared to <a href=""http://exigraff.com/blog/wp-content/old_images/880.png"">version four</a>, this is positively luddite. Or austere luddite, perhaps. That’s a strange descriptor.

Still, hopefully none of you care so much. Because really, there isn’t a thing you can do about it. Take that.

In other news, photog is gone. I’m sorry. Most everything has been moved off to <a href=""http://flickr.com/photos/isaacbowen/"">flickr</a>, but not the stuff from before the arrival of my current camera. If there’s a photo you’re dying to see (which would surprise me a little), let me know and I shall not rest until your wish is granted.

The fireworks photos I promised earlier are indeed <a href=""http://flickr.com/photos/isaacbowen/sets/72157605955941142/"">online</a>, incidentally. Also, from this point on, the images that go with each entry here will link to their respective flickr page, as applicable. There you will have access to all the glory that is flickr. Knock yourself out.

At <a href=""http://anthonyrhook.com"">Anthony’s</a> now, pizza and musick and random bits of code. Days like this are good ones.

Happy fourth and such. <a href=""http://www.chicagotribune.com/news/chi-ap-il-downtownshooting,0,3058647.story"">Don’t get shot</a>.",exigraff wp_posts.csv
